condition	page_z	drug	lfdr_page_z
crohn_quote_s_disease	8.08743296033996	vidarabine	7.86265804080298e-14
crohn_quote_s_disease	6.62231969633621	vigabatrin	2.24973016231407e-09
crohn_quote_s_disease	10.7104517155148	vinblastine	1.28399721202877e-24
crohn_quote_s_disease	27.6083080260518	vinburnine	9.36274232794447e-164
crohn_quote_s_disease	-5.00283512305536	vincamine	1
crohn_quote_s_disease	-10.8955696741557	vinpocetine	1
crohn_quote_s_disease	0.732418585349248	viomycin	1
crohn_quote_s_disease	-4.65418527016462	vitexin	1
crohn_quote_s_disease	4.4592093381733	vorinostat	0.000380551789088521
crohn_quote_s_disease	5.31182943644242	W-13	3.23730455133427e-06
crohn_quote_s_disease	12.7742414868581	withaferin A	5.76991527039528e-35
crohn_quote_s_disease	-16.9557288405323	wortmannin	1
crohn_quote_s_disease	0.993309658962633	xamoterol	1
crohn_quote_s_disease	-22.2428710221487	xylazine	1
crohn_quote_s_disease	-9.62877250398034	xylometazoline	1
crohn_quote_s_disease	-8.24256638729902	Y-27632	1
crohn_quote_s_disease	-10.8660956417457	yohimbic acid	1
crohn_quote_s_disease	3.13742531083654	yohimbine	0.0275129594030518
crohn_quote_s_disease	9.80488891628753	zalcitabine	1.40967506123789e-20
crohn_quote_s_disease	-13.4153392138250	zaprinast	1
crohn_quote_s_disease	18.9395942067645	zardaverine	3.19070275061873e-76
crohn_quote_s_disease	-20.2048715522947	zidovudine	1
crohn_quote_s_disease	-1.55220026873099	zimeldine	1
crohn_quote_s_disease	9.99375909769164	zomepirac	2.63866482048236e-21
crohn_quote_s_disease	-6.78921624929881	zoxazolamine	1
crohn_quote_s_disease	9.00023367979243	zuclopenthixol	7.55937669919247e-17
