affy_hg_u133_plus_2	ensembl_gene_id	hgnc_symbol	entrezgene	uniprot_swissprot_accession	chromosome_name	start_position	end_position	band
215890_at	ENSG00000196743	GM2A	2760		5	150591711	150650001	q33.1
215891_s_at	ENSG00000196743	GM2A	2760		5	150591711	150650001	q33.1
215891_s_at	ENSG00000196743	GM2A	2760	P17900	5	150591711	150650001	q33.1
215894_at	ENSG00000168229	PTGDR	5729	Q13258	14	52734431	52743442	q22.1
215897_at	ENSG00000104973	MED25	81857		19	50321536	50342036	q13.33
215901_at	ENSG00000197779	ZNF81	347344	P51508	X	47696301	47861960	p11.23
215903_s_at	ENSG00000086015	MAST2	23139	Q6P0Q8	1	46252659	46501896	p34.1
215903_s_at	ENSG00000086015	MAST2	23139		1	46252659	46501896	p34.1
215904_at	ENSG00000130396	MLLT4	4301		6	168227602	168372703	q27
215904_at	ENSG00000130396	MLLT4	100505818		6	168227602	168372703	q27
215905_s_at	ENSG00000060688	SNRNP40	9410	Q96DI7	1	31732417	31769662	p35.2
215905_s_at	ENSG00000060688	SNRNP40	9410		1	31732417	31769662	p35.2
215909_x_at	ENSG00000141503	MINK1	50488	Q8N4C8	17	4736635	4801355	p13.2
215909_x_at	ENSG00000141503	MINK1	50488		17	4736635	4801355	p13.2
215910_s_at	ENSG00000102531	FNDC3A	22862	Q9Y2H6	13	49550048	49783888	q14.2
215910_s_at	ENSG00000102531	FNDC3A	22862		13	49550048	49783888	q14.2
215911_x_at	ENSG00000067842	ATP2B3	492	Q16720	X	152783134	152848397	q28
215912_at	ENSG00000087258	GNAO1	2775		16	56225302	56391354	q12.2
215913_s_at	ENSG00000144366	GULP1	51454		2	189156396	189460653	q32.1
215913_s_at	ENSG00000144366	GULP1	51454	Q9UBP9	2	189156396	189460653	q32.1
215917_at	ENSG00000244588	RAD21L1	642636	Q9H4I0	20	1206700	1277065	p13
215918_s_at	ENSG00000115306	SPTBN1	6711		2	54683422	54896812	p16.2
215923_s_at	ENSG00000125637	PSD4	23550	Q8NDX1	2	113914902	113960814	q13
215923_s_at	ENSG00000125637	PSD4	23550		2	113914902	113960814	q13
215925_s_at	ENSG00000137101	CD72	971	P21854	9	35609530	35646807	p13.3
215925_s_at	ENSG00000137101	CD72	971		9	35609530	35646807	p13.3
215926_x_at	ENSG00000165684	SNAPC4	6621	Q5SXM2	9	139270029	139293249	q34.3
215930_s_at	ENSG00000150527	CTAGE5	4253		14	39734496	39856156	q21.1
215930_s_at	ENSG00000150527	CTAGE5	4253	O15320	14	39734496	39856156	q21.1
215931_s_at	ENSG00000124198	ARFGEF2	10564	Q9Y6D5	20	47538275	47653230	q13.13
215933_s_at	ENSG00000152804	HHEX	3087	Q03014	10	94447945	94455403	q23.33
215933_s_at	ENSG00000152804	HHEX	3087		10	94447945	94455403	q23.33
215936_s_at	ENSG00000136051	KIAA1033	23325	Q2M389	12	105501102	105562912	q23.3
215936_s_at	ENSG00000136051	KIAA1033	23325		12	105501102	105562912	q23.3
215938_s_at	ENSG00000184381	PLA2G6	8398	O60733	22	38507502	38588107	q13.1
215938_s_at	ENSG00000184381	PLA2G6	8398		22	38507502	38588107	q13.1
215942_s_at	ENSG00000075218	GTSE1	51512	Q9NYZ3	22	46692638	46726707	q13.31
215945_s_at	ENSG00000109654	TRIM2	23321	Q9C040	4	154073494	154260472	q31.3
215947_s_at	ENSG00000035141	FAM136A	84908	Q96C01	2	70523107	70529222	p13.3
215948_x_at	ENSG00000132950	ZMYM5	9205		13	20397622	20437776	q12.11
215952_s_at	ENSG00000104904	OAZ1	4946	P54368	19	2269520	2273487	p13.3
215954_s_at	ENSG00000105298	C19orf29	58509	Q8WUQ7	19	3610626	3626813	p13.3
215954_s_at	ENSG00000105298	C19orf29	58509		19	3610626	3626813	p13.3
215955_x_at	ENSG00000145819	ARHGAP26	23092	Q9UNA1	5	142149949	142608576	q31.3
215955_x_at	ENSG00000145819	ARHGAP26	23092		5	142149949	142608576	q31.3
215960_at	ENSG00000100191	SLC5A4	6527	Q9NY91	22	32614465	32651328	q12.3
215963_x_at	ENSG00000100316	RPL3	6122		22	39708887	39716394	q13.1
215963_x_at	ENSG00000100316	RPL3	653881		22	39708887	39716394	q13.1
215963_x_at	ENSG00000100316	RPL3	6122	P39023	22	39708887	39716394	q13.1
215963_x_at	ENSG00000100316	RPL3	653881	P39023	22	39708887	39716394	q13.1
215966_x_at	ENSG00000198814	GK	2710		X	30671476	30748725	p21.2
215967_s_at	ENSG00000122224	LY9	4063		1	160765896	160798045	q23.3
215967_s_at	ENSG00000122224	LY9	4063	Q9HBG7	1	160765896	160798045	q23.3
215977_x_at	ENSG00000198814	GK	2710		X	30671476	30748725	p21.2
215980_s_at	ENSG00000132740	IGHMBP2	3508	P38935	11	68671310	68708070	q13.3
215982_s_at	ENSG00000204348	DOM3Z	1797	O77932	6	31937587	31940069	p21.33
215982_s_at	ENSG00000204348	DOM3Z	1797		6	31937587	31940069	p21.33
215984_s_at	ENSG00000101246	ARFRP1	10139	Q13795	20	62329996	62339355	q13.33
215984_s_at	ENSG00000101246	ARFRP1	10139		20	62329996	62339355	q13.33
215988_s_at	ENSG00000075711	DLG1	1739		3	196769431	197026171	q29
215989_at	ENSG00000173894	CBX2	84733	Q14781	17	77751977	77761449	q25.3
215990_s_at	ENSG00000113916	BCL6	604	P41182	3	187439165	187463515	q27.3
215990_s_at	ENSG00000113916	BCL6	604		3	187439165	187463515	q27.3
215991_s_at	ENSG00000127463	KIAA0090	23065	Q8N766	1	19542158	19578046	p36.13
215991_s_at	ENSG00000127463	KIAA0090	23065		1	19542158	19578046	p36.13
215992_s_at	ENSG00000109756	RAPGEF2	9693	Q9Y4G8	4	160025330	160281321	q32.1
215994_x_at	ENSG00000197226	TBC1D9B	23061		5	179289066	179334859	q35.3
215994_x_at	ENSG00000197226	TBC1D9B	23061	Q66K14	5	179289066	179334859	q35.3
215997_s_at	ENSG00000158290	CUL4B	8450	Q13620	X	119658464	119709649	q24
215997_s_at	ENSG00000158290	CUL4B	8450		X	119658464	119709649	q24
216001_at	ENSG00000116726	PRAMEF12	390999	O95522	1	12834984	12838049	p36.21
216004_s_at	ENSG00000160199	PKNOX1	5316	P55347	21	44394620	44453692	q22.3
216008_s_at	ENSG00000177479	ARIH2	10425	O95376	3	48956254	49023815	p21.31
216008_s_at	ENSG00000177479	ARIH2	10425		3	48956254	49023815	p21.31
216013_at	ENSG00000198455	ZXDB	158586	P98169	X	57618269	57623906	p11.21
216015_s_at	ENSG00000162711	NLRP3	114548	Q96P20	1	247579458	247612410	q44
216015_s_at	ENSG00000162711	NLRP3	114548		1	247579458	247612410	q44
216017_s_at	ENSG00000166886	NAB2	4665	Q15742	12	57482677	57489258	q13.3
216017_s_at	ENSG00000166886	NAB2	4665		12	57482677	57489258	q13.3
216021_s_at	ENSG00000145451	GLRA3	8001	O75311	4	175558065	175750465	q34.1
216021_s_at	ENSG00000145451	GLRA3	8001		4	175558065	175750465	q34.1
216025_x_at	ENSG00000138109	CYP2C9	1559	P11712	10	96698415	96749447	q23.33
216026_s_at	ENSG00000177084	POLE	5426		12	133200345	133413387	q24.33
216026_s_at	ENSG00000177084	POLE	5426	Q07864	12	133200345	133413387	q24.33
216027_at	ENSG00000125827	TMX4	56255		20	7957995	8000476	p12.3
216030_s_at	ENSG00000124157	SEMG2	6407	Q02383	20	43849941	43853099	q13.12
216032_s_at	ENSG00000125991	ERGIC3	51614	Q9Y282	20	34129770	34145405	q11.22
216032_s_at	ENSG00000125991	ERGIC3	51614		20	34129770	34145405	q11.22
216033_s_at	ENSG00000010810	FYN	2534		6	111981535	112194655	q21
216033_s_at	ENSG00000010810	FYN	2534	P06241	6	111981535	112194655	q21
216034_at	ENSG00000169548	ZNF280A	129025	P59817	22	22868060	22874613	q11.22
216035_x_at	ENSG00000148737	TCF7L2	6934	Q9NQB0	10	114710009	114927437	q25.2
216035_x_at	ENSG00000148737	TCF7L2	6934		10	114710009	114927437	q25.2
216036_x_at	ENSG00000142784	WDTC1	23038		1	27561007	27635110	p36.11
216036_x_at	ENSG00000142784	WDTC1	23038	Q8N5D0	1	27561007	27635110	p36.11
216037_x_at	ENSG00000148737	TCF7L2	6934	Q9NQB0	10	114710009	114927437	q25.2
216037_x_at	ENSG00000148737	TCF7L2	6934		10	114710009	114927437	q25.2
216039_at	ENSG00000151834	GABRA2	2555		4	46250444	46477247	p12
216039_at	ENSG00000151834	GABRA2	2555	P47869	4	46250444	46477247	p12
216041_x_at	ENSG00000030582	GRN	2896	P28799	17	42422491	42430470	q21.31
216041_x_at	ENSG00000030582	GRN	2896		17	42422491	42430470	q21.31
216044_x_at	ENSG00000154511	FAM69A	388650	Q5T7M9	1	93307724	93427079	p22.1
216045_at	ENSG00000170160	CCDC144A	9720		17	16592851	16707767	p11.2
216047_x_at	ENSG00000100095	SEZ6L	23544		22	26565440	26779562	q12.1
216047_x_at	ENSG00000100095	SEZ6L	23544	Q9BYH1	22	26565440	26779562	q12.1
216048_s_at	ENSG00000164292	RHOBTB3	22836	O94955	5	95049226	95160087	q15
216048_s_at	ENSG00000164292	RHOBTB3	22836		5	95049226	95160087	q15
216052_x_at	ENSG00000117407	ARTN	9048	Q5T4W7	1	44398992	44402913	p34.1
216052_x_at	ENSG00000117407	ARTN	9048		1	44398992	44402913	p34.1
216054_x_at	ENSG00000198336	MYL4	4635	P12829	17	45286428	45301045	q21.32
216056_at	ENSG00000026508	CD44	960		11	35160417	35253949	p13
216058_s_at	ENSG00000165841	CYP2C19	1557	P33261	10	96447911	96613017	q23.33
216059_at	ENSG00000135903	PAX3	5077		2	223064607	223163715	q36.1
216059_at	ENSG00000135903	PAX3	5077	P23760	2	223064607	223163715	q36.1
216060_s_at	ENSG00000100592	DAAM1	23002	Q9Y4D1	14	59655399	59838123	q23.1
216060_s_at	ENSG00000100592	DAAM1	23002		14	59655399	59838123	q23.1
216061_x_at	ENSG00000100311	PDGFB	5155	P01127	22	39619364	39640756	q13.1
216064_s_at	ENSG00000038002	AGA	175	P20933	4	178351924	178363657	q34.3
216064_s_at	ENSG00000038002	AGA	175		4	178351924	178363657	q34.3
216066_at	ENSG00000165029	ABCA1	19		9	107543283	107690518	q31.1
216071_x_at	ENSG00000184634	MED12	9968		X	70338406	70362303	q13.1
216071_x_at	ENSG00000184634	MED12	9968	Q93074	X	70338406	70362303	q13.1
216073_at	ENSG00000235711	ANKRD34C	390616	P0C6C1	15	79575146	79590580	q25.1
216074_x_at	ENSG00000113645	WWC1	23286	Q8IX03	5	167718656	167899308	q34
216074_x_at	ENSG00000113645	WWC1	23286		5	167718656	167899308	q34
216076_at	ENSG00000185513	L3MBTL1	26013		20	42136320	42179590	q13.12
216077_s_at	ENSG00000185513	L3MBTL1	26013		20	42136320	42179590	q13.12
216077_s_at	ENSG00000185513	L3MBTL1	26013	Q9Y468	20	42136320	42179590	q13.12
216080_s_at	ENSG00000221968	FADS3	3995		11	61640991	61659523	q12.2
216080_s_at	ENSG00000221968	FADS3	3995	Q9Y5Q0	11	61640991	61659523	q12.2
216083_s_at	ENSG00000162139	NEU3	10825	Q9UQ49	11	74699179	74729938	q13.4
216083_s_at	ENSG00000162139	NEU3	10825		11	74699179	74729938	q13.4
216084_at	ENSG00000215204	C9orf144	NA		9	34830901	34838494	p13.3
216086_at	ENSG00000122012	SV2C	22987		5	75378997	75649764	q13.3
216088_s_at	ENSG00000101182	PSMA7	5688	O14818	20	60711791	60718496	q13.33
216088_s_at	ENSG00000101182	PSMA7	5688		20	60711791	60718496	q13.33
216091_s_at	ENSG00000166167	BTRC	8945	Q9Y297	10	103113820	103317078	q24.32
216091_s_at	ENSG00000166167	BTRC	8945		10	103113820	103317078	q24.32
216092_s_at	ENSG00000092068	SLC7A8	23428		14	23594504	23652883	q11.2
216092_s_at	ENSG00000092068	SLC7A8	23428	Q9UHI5	14	23594504	23652883	q11.2
216095_x_at	ENSG00000063601	MTMR1	8776		X	149861435	149933576	q28
216095_x_at	ENSG00000063601	MTMR1	8776	Q13613	X	149861435	149933576	q28
216096_s_at	ENSG00000179915	NRXN1	9378	P58400	2	50145643	51259674	p16.3
216096_s_at	ENSG00000179915	NRXN1	9378		2	50145643	51259674	p16.3
216096_s_at	ENSG00000179915	NRXN1	9378	Q9ULB1	2	50145643	51259674	p16.3
216098_s_at	ENSG00000148680	HTR7	3363	P34969	10	92500580	92617455	q23.31
216098_s_at	ENSG00000148680	HTR7	3363		10	92500580	92617455	q23.31
216100_s_at	ENSG00000143337	TOR1AIP1	26092		1	179851177	179888412	q25.2
216100_s_at	ENSG00000143337	TOR1AIP1	26092	Q5JTV8	1	179851177	179888412	q25.2
216103_at	ENSG00000162390	ACOT11	26027	Q8WXI4	1	55007930	55104865	p32.3
216105_x_at	ENSG00000119383	PPP2R4	5524		9	131873229	131911225	q34.11
216105_x_at	ENSG00000119383	PPP2R4	5524	Q15257	9	131873229	131911225	q34.11
216107_at	ENSG00000175911		NA		17	78977135	78978932	q25.3
216119_s_at	ENSG00000101222	SPEF1	25876	Q9Y4P9	20	3758151	3762095	p13
216120_s_at	ENSG00000157087	ATP2B2	491	Q01814	3	10365707	10749716	p25.3
216120_s_at	ENSG00000157087	ATP2B2	491		3	10365707	10749716	p25.3
216125_s_at	ENSG00000010017	RANBP9	10048	Q96S59	6	13621730	13711953	p23
216125_s_at	ENSG00000010017	RANBP9	10048		6	13621730	13711953	p23
216139_s_at	ENSG00000138834	MAPK8IP3	23162	Q9UPT6	16	1756194	1820318	p13.3
216139_s_at	ENSG00000138834	MAPK8IP3	23162		16	1756194	1820318	p13.3
216179_x_at	ENSG00000146416	AIG1	51390		6	143381633	143661441	q24.2
216180_s_at	ENSG00000078269	SYNJ2	8871	O15056	6	158402888	158520208	q25.3
216180_s_at	ENSG00000078269	SYNJ2	8871		6	158402888	158520208	q25.3
216181_at	ENSG00000078269	SYNJ2	8871		6	158402888	158520208	q25.3
216184_s_at	ENSG00000079841	RIMS1	22999		6	72596406	73112845	q13
216184_s_at	ENSG00000079841	RIMS1	22999	Q86UR5	6	72596406	73112845	q13
216192_at	ENSG00000164434	FABP7	2173		6	123100620	123105219	q22.31
216194_s_at	ENSG00000105254	TBCB	1155	Q99426	19	36605888	36616847	q13.12
216199_s_at	ENSG00000085511	MAP3K4	4216		6	161412759	161551917	q26
216199_s_at	ENSG00000085511	MAP3K4	4216	Q9Y6R4	6	161412759	161551917	q26
216202_s_at	ENSG00000100596	SPTLC2	9517	O15270	14	77973272	78083110	q24.3
216205_s_at	ENSG00000116688	MFN2	9927	O95140	1	12040238	12073571	p36.22
216205_s_at	ENSG00000116688	MFN2	9927		1	12040238	12073571	p36.22
216207_x_at	ENSG00000211630	IGKV1D-13	NA		2	90192768	90193424	p11.2
216208_s_at	ENSG00000213676	ATF6B	1388	Q99941	6	32065907	32096030	p21.33
216208_s_at	ENSG00000213676	ATF6B	1388		6	32065907	32096030	p21.33
216210_x_at	ENSG00000100106	TRIOBP	11078	Q9H2D6	22	38093011	38172563	q13.1
216210_x_at	ENSG00000100106	TRIOBP	11078		22	38093011	38172563	q13.1
216212_s_at	ENSG00000130826	DKC1	1736	O60832	X	153991031	154005964	q28
216212_s_at	ENSG00000130826	DKC1	1736		X	153991031	154005964	q28
216215_s_at	ENSG00000100320	RBFOX2	23543		22	36134783	36424473	q12.3
216217_at	ENSG00000154822	PLCL2	23228		3	16844159	17132094	p24.3
216218_s_at	ENSG00000154822	PLCL2	23228		3	16844159	17132094	p24.3
216218_s_at	ENSG00000154822	PLCL2	23228	Q9UPR0	3	16844159	17132094	p24.3
216220_s_at	ENSG00000163485	ADORA1	134	P30542	1	203059782	203136533	q32.1
216220_s_at	ENSG00000163485	ADORA1	134		1	203059782	203136533	q32.1
216221_s_at	ENSG00000055917	PUM2	23369		2	20448452	20551995	p24.1
216221_s_at	ENSG00000055917	PUM2	23369	Q8TB72	2	20448452	20551995	p24.1
216222_s_at	ENSG00000145555	MYO10	4651		5	16665395	16936372	p15.1
216222_s_at	ENSG00000145555	MYO10	4651	Q9HD67	5	16665395	16936372	p15.1
216223_at	ENSG00000178772	CPN2	1370	P22792	3	194060494	194072057	q29
216224_s_at	ENSG00000094631	HDAC6	10013	Q9UBN7	X	48659784	48683392	p11.23
216224_s_at	ENSG00000094631	HDAC6	10013		X	48659784	48683392	p11.23
216226_at	ENSG00000141384	TAF4B	6875		18	23806409	23971642	q11.2
216226_at	ENSG00000141384	TAF4B	6875	Q92750	18	23806409	23971642	q11.2
216228_s_at	ENSG00000198554	WDHD1	11169	O75717	14	55405668	55493823	q22.2
216228_s_at	ENSG00000198554	WDHD1	11169		14	55405668	55493823	q22.2
216230_x_at	ENSG00000166311	SMPD1	6609	P17405	11	6411655	6416228	p15.4
216230_x_at	ENSG00000166311	SMPD1	6609		11	6411655	6416228	p15.4
216231_s_at	ENSG00000166710	B2M	567	P61769	15	45003675	45010359	q21.1
216231_s_at	ENSG00000166710	B2M	567		15	45003675	45010359	q21.1
216232_s_at	ENSG00000089154	GCN1L1	10985	Q92616	12	120565007	120632513	q24.23
216233_at	ENSG00000177675	CD163L1	283316		12	7499281	7632493	p13.31
216234_s_at	ENSG00000072062	PRKACA	5566	P17612	19	14202509	14228574	p13.12
216234_s_at	ENSG00000072062	PRKACA	5566		19	14202509	14228574	p13.12
216235_s_at	ENSG00000151617	EDNRA	1909	P25101	4	148402069	148466106	q31.22
216235_s_at	ENSG00000151617	EDNRA	1909		4	148402069	148466106	q31.22
216237_s_at	ENSG00000100297	MCM5	4174	P33992	22	35796056	35820495	q12.3
216237_s_at	ENSG00000100297	MCM5	4174		22	35796056	35820495	q12.3
216238_s_at	ENSG00000171564	FGB	2244	P02675	4	155484108	155492238	q31.3
216238_s_at	ENSG00000171564	FGB	2244		4	155484108	155492238	q31.3
216239_at	ENSG00000122507	BBS9	27241		7	33168856	33645680	p14.3
216241_s_at	ENSG00000187735	TCEA1	6917		8	54879112	54935089	q11.23
216241_s_at	ENSG00000187735	TCEA1	6917	P23193	8	54879112	54935089	q11.23
216243_s_at	ENSG00000136689	IL1RN	3557		2	113864791	113891593	q13
216243_s_at	ENSG00000136689	IL1RN	3557	P18510	2	113864791	113891593	q13
216244_at	ENSG00000136689	IL1RN	3557		2	113864791	113891593	q13
216247_at	ENSG00000008988	RPS20	6224		8	56979854	56987069	q12.1
216248_s_at	ENSG00000153234	NR4A2	4929	P43354	2	157180944	157198860	q24.1
216248_s_at	ENSG00000153234	NR4A2	4929		2	157180944	157198860	q24.1
216250_s_at	ENSG00000110031	LPXN	9404		11	58294344	58345693	q12.1
216250_s_at	ENSG00000110031	LPXN	9404	O60711	11	58294344	58345693	q12.1
216251_s_at	ENSG00000100304	TTLL12	23170	Q14166	22	43562628	43583139	q13.2
216251_s_at	ENSG00000100304	TTLL12	23170		22	43562628	43583139	q13.2
216252_x_at	ENSG00000026103	FAS	355	P25445	10	90729553	90775542	q23.31
216252_x_at	ENSG00000026103	FAS	355		10	90729553	90775542	q23.31
216253_s_at	ENSG00000188677	PARVB	29780		22	44395091	44565106	q13.31
216253_s_at	ENSG00000188677	PARVB	29780	Q9HBI1	22	44395091	44565106	q13.31
216255_s_at	ENSG00000179603	GRM8	2918	O00222	7	126078652	126893348	q31.33
216255_s_at	ENSG00000179603	GRM8	2918		7	126078652	126893348	q31.33
216256_at	ENSG00000179603	GRM8	2918		7	126078652	126893348	q31.33
216258_s_at	ENSG00000197641	SERPINB13	5275	Q9UIV8	18	61254223	61271873	q21.33
216258_s_at	ENSG00000197641	SERPINB13	5275		18	61254223	61271873	q21.33
216262_s_at	ENSG00000118707	TGIF2	60436	Q9GZN2	20	35201891	35222353	q11.23
216263_s_at	ENSG00000129460	NGDN	25983		14	23938898	23947402	q11.2
216264_s_at	ENSG00000172037	LAMB2	3913	P55268	3	49158547	49170551	p21.31
216264_s_at	ENSG00000172037	LAMB2	3913		3	49158547	49170551	p21.31
216265_x_at	ENSG00000092054	MYH7	4625	P12883	14	23881947	23904927	q11.2
216265_x_at	ENSG00000092054	MYH7	4625		14	23881947	23904927	q11.2
216266_s_at	ENSG00000066777	ARFGEF1	10565		8	68085747	68255912	q13.2
216266_s_at	ENSG00000066777	ARFGEF1	10565	Q9Y6D6	8	68085747	68255912	q13.2
216267_s_at	ENSG00000126062	TMEM115	11070	Q12893	3	50392180	50397041	p21.31
216268_s_at	ENSG00000101384	JAG1	182	P78504	20	10618332	10654608	p12.2
216269_s_at	ENSG00000049540	ELN	2006		7	73442119	73484237	q11.23
216271_x_at	ENSG00000105137	SYDE1	85360	Q6ZW31	19	15218214	15225789	p13.12
216272_x_at	ENSG00000105137	SYDE1	85360	Q6ZW31	19	15218214	15225789	p13.12
216274_s_at	ENSG00000140612	SEC11A	23478	P0C7V7	15	85212777	85259674	q25.3
216274_s_at	ENSG00000140612	SEC11A	23478	P67812	15	85212777	85259674	q25.3
216279_at	ENSG00000197714	ZNF460	10794	Q14592	19	57791419	57805436	q13.43
216279_at	ENSG00000197714	ZNF460	10794		19	57791419	57805436	q13.43
216282_x_at	ENSG00000102978	POLR2C	5432	P19387	16	57496299	57505922	q21
216283_s_at	ENSG00000073008	PVR	5817	P15151	19	45147098	45169429	q13.31
216283_s_at	ENSG00000073008	PVR	5817		19	45147098	45169429	q13.31
216289_at	ENSG00000180264	GPR144	347088		9	127213423	127240868	q33.3
216294_s_at	ENSG00000138688	KIAA1109	84162	Q2LD37	4	123073488	123283913	q27
216294_s_at	ENSG00000138688	KIAA1109	84162		4	123073488	123283913	q27
216295_s_at	ENSG00000122705	CLTA	1211		9	36190853	36304778	p13.3
216295_s_at	ENSG00000122705	CLTA	1211	P09496	9	36190853	36304778	p13.3
216299_s_at	ENSG00000126215	XRCC3	7517	O43542	14	104163955	104181823	q32.33
216300_x_at	ENSG00000131759	RARA	5914	P10276	17	38465436	38513895	q21.2
216300_x_at	ENSG00000131759	RARA	5914		17	38465436	38513895	q21.2
216302_at	ENSG00000179172	HNRNPCL1	343069	O60812	1	12907261	12908578	p36.21
216302_at	ENSG00000179172	HNRNPCL1	440563	O60812	1	12907261	12908578	p36.21
216302_at	ENSG00000179172	HNRNPCL1	649330	O60812	1	12907261	12908578	p36.21
216303_s_at	ENSG00000063601	MTMR1	8776		X	149861435	149933576	q28
216304_x_at	ENSG00000136758	YME1L1	10730		10	27399383	27444195	p12.1
216304_x_at	ENSG00000136758	YME1L1	10730	Q96TA2	10	27399383	27444195	p12.1
216305_s_at	ENSG00000005436	C2orf3	6936	P16383	2	75879126	75938115	p12
216305_s_at	ENSG00000005436	C2orf3	6936		2	75879126	75938115	p12
216306_x_at	ENSG00000011304	PTBP1	5725		19	797392	812327	p13.3
216306_x_at	ENSG00000011304	PTBP1	5725	P26599	19	797392	812327	p13.3
216307_at	ENSG00000136267	DGKB	1607	Q9Y6T7	7	14184674	15014402	p21.2
216307_at	ENSG00000136267	DGKB	1607		7	14184674	15014402	p21.2
216308_x_at	ENSG00000137106	GRHPR	9380	Q9UBQ7	9	37422663	37436987	p13.2
216311_at	ENSG00000105261		NA	O00110	19	36602105	36604613	q13.12
216313_at	ENSG00000255622	PCDHB17	NA		5	140535577	140538639	q31.3
216314_at	ENSG00000124812	CRISP1	167		6	49801970	49844809	p12.3
216314_at	ENSG00000124812	CRISP1	167	P54107	6	49801970	49844809	p12.3
216316_x_at	ENSG00000198814	GK	2710		X	30671476	30748725	p21.2
216317_x_at	ENSG00000188672	RHCE	6006		1	25688741	25756683	p36.11
216317_x_at	ENSG00000188672	RHCE	6006	P18577	1	25688741	25756683	p36.11
216320_x_at	ENSG00000173531	MST1	4485		3	49721380	49726934	p21.31
216321_s_at	ENSG00000113580	NR3C1	2908	P04150	5	142657496	142815077	q31.3
216321_s_at	ENSG00000113580	NR3C1	2908		5	142657496	142815077	q31.3
216326_s_at	ENSG00000171720	HDAC3	8841	O15379	5	141000443	141016437	q31.3
216327_s_at	ENSG00000105366	SIGLEC8	27181		19	51954101	51961708	q13.41
216327_s_at	ENSG00000105366	SIGLEC8	27181	Q9NYZ4	19	51954101	51961708	q13.41
216328_at	ENSG00000105366	SIGLEC8	27181		19	51954101	51961708	q13.41
216328_at	ENSG00000105366	SIGLEC8	27181	Q9NYZ4	19	51954101	51961708	q13.41
216330_s_at	ENSG00000184271	POU6F1	5463	Q14863	12	51580719	51611477	q13.13
216330_s_at	ENSG00000184271	POU6F1	5463		12	51580719	51611477	q13.13
216331_at	ENSG00000135424	ITGA7	3679	Q13683	12	56078373	56106089	q13.2
216331_at	ENSG00000135424	ITGA7	3679		12	56078373	56106089	q13.2
216333_x_at	ENSG00000168477	TNXB	7148		6	32008931	32083111	p21.33
216338_s_at	ENSG00000137207	YIPF3	25844		6	43479565	43484728	p21.1
216338_s_at	ENSG00000137207	YIPF3	25844	Q9GZM5	6	43479565	43484728	p21.1
216339_s_at	ENSG00000168477	TNXB	7148		6	32008931	32083111	p21.33
216341_s_at	ENSG00000109163	GNRHR	2798	P30968	4	68605046	68620078	q13.2
216341_s_at	ENSG00000109163	GNRHR	2798		4	68605046	68620078	q13.2
216344_at	ENSG00000131697	NPHP4	261734		1	5922871	6052533	p36.31
216345_at	ENSG00000214655	KIAA0913	23053		10	75545383	75561551	q22.2
216346_at	ENSG00000100012	SEC14L3	266629		22	30843946	30868036	q12.2
216346_at	ENSG00000100012	SEC14L3	266629	Q9UDX4	22	30843946	30868036	q12.2
216347_s_at	ENSG00000088808	PPP1R13B	23368	Q96KQ4	14	104200088	104313927	q32.33
216347_s_at	ENSG00000088808	PPP1R13B	23368		14	104200088	104313927	q32.33
216350_s_at	ENSG00000256223	ZNF10	7556	P21506	12	133707161	133736051	q24.33
216350_s_at	ENSG00000256223	ZNF10	7556		12	133707161	133736051	q24.33
216356_x_at	ENSG00000007516	BAIAP3	8938		16	1383646	1399440	p13.3
216356_x_at	ENSG00000007516	BAIAP3	8938	O94812	16	1383646	1399440	p13.3
216360_x_at	ENSG00000052749	RRP12	23223	Q5JTH9	10	99116115	99161127	q24.1
216360_x_at	ENSG00000052749	RRP12	23223		10	99116115	99161127	q24.1
216361_s_at	ENSG00000083168	MYST3	7994	Q92794	8	41786997	41909508	p11.21
216361_s_at	ENSG00000083168	MYST3	7994		8	41786997	41909508	p11.21
216364_s_at	ENSG00000155966	AFF2	2334	P51816	X	147582139	148082193	q28
216364_s_at	ENSG00000155966	AFF2	2334		X	147582139	148082193	q28
216370_s_at	ENSG00000007350	TKTL1	8277	P51854	X	153524024	153558713	q28
216370_s_at	ENSG00000007350	TKTL1	8277		X	153524024	153558713	q28
216375_s_at	ENSG00000244405	ETV5	2119	P41161	3	185764097	185828107	q27.2
216375_s_at	ENSG00000244405	ETV5	2119		3	185764097	185828107	q27.2
216377_x_at	ENSG00000163286	ALPPL2	251	P10696	2	233271553	233275424	q37.1
216381_x_at	ENSG00000162482	AKR7A3	22977	O95154	1	19609052	19615744	p36.13
216388_s_at	ENSG00000213903	LTB4R	1241	Q15722	14	24780705	24787242	q12
216389_s_at	ENSG00000100897	DCAF11	80344	Q8TEB1	14	24583989	24594448	q11.2
216389_s_at	ENSG00000100897	DCAF11	80344		14	24583989	24594448	q11.2
216391_s_at	ENSG00000150361	KLHL1	57626	Q9NR64	13	70274726	70682591	q21.33
216391_s_at	ENSG00000150361	KLHL1	57626		13	70274726	70682591	q21.33
216392_s_at	ENSG00000107651	SEC23IP	11196	Q9Y6Y8	10	121652223	121702014	q26.11
216392_s_at	ENSG00000107651	SEC23IP	11196		10	121652223	121702014	q26.11
216396_s_at	ENSG00000149547	EI24	9538		11	125439112	125454575	q24.2
216396_s_at	ENSG00000149547	EI24	9538	O14681	11	125439112	125454575	q24.2
